"","state","date","week","pos_test","neg_test","test","residential","work","retail_rec","grocery_pharmacy","parks","transit"
"1","Alabama",2020-03-04,10,0,0,0,-0.855072463768116,3.02898550724638,10.695652173913,7.72463768115942,29.9710144927536,9.39130434782609
"2","Alabama",2020-03-11,11,36,28,64,0.768115942028985,-1.14492753623188,3.50724637681159,22.2753623188406,24.1159420289855,6.63768115942029
"3","Alabama",2020-03-18,12,179,2078,2257,10.3380281690141,-24.5633802816901,-27.1267605633803,7.57746478873239,6.73239436619718,-11.9718309859155
"4","Alabama",2020-03-25,13,766,4192,4958,13.3384615384615,-34.1230769230769,-35.0461538461538,-6.26153846153846,11.3846153846154,-21.3384615384615
"5","Alabama",2020-04-01,14,1138,6499,7637,15.0571428571429,-37.8571428571429,-37.7,-2.1,-3.22857142857143,-26.6857142857143
"6","Alabama",2020-04-08,15,1757,16444,18201,16.056338028169,-41.9718309859155,-40.8028169014084,-12.1408450704225,-12.6901408450704,-31.8591549295775
"7","Alabama",2020-04-15,16,1355,14054,15409,14.46875,-37.125,-31.109375,-8.828125,-4.21875,-26.484375
"8","Alabama",2020-04-22,17,1456,25845,27301,14.1846153846154,-36.3846153846154,-29.0615384615385,-6.58461538461538,3.06153846153846,-23.0615384615385
"9","Alabama",2020-04-29,18,1598,29341,30939,10.8412698412698,-33.5396825396825,-18.7142857142857,2.61904761904762,14.3015873015873,-15.2539682539683
"10","Alabama",2020-05-06,19,2025,24427,26452,10.1967213114754,-30.4754098360656,-16.5081967213115,8.62295081967213,19.672131147541,-10.0655737704918
"11","Alabama",2020-05-13,20,2066,22282,24348,10.7333333333333,-30.8666666666667,-8.73333333333333,4.13333333333333,29.7333333333333,-7.53333333333333
"12","Alaska",2020-03-04,10,0,23,23,0.142857142857143,-0.142857142857143,10.7142857142857,7.42857142857143,9.78571428571429,6.71428571428571
"13","Alaska",2020-03-11,11,3,311,314,2.35714285714286,-7.35714285714286,5.92857142857143,16.5,24.0714285714286,0.428571428571429
"14","Alaska",2020-03-18,12,33,652,685,10.6428571428571,-25.0714285714286,-28.6428571428571,2.21428571428571,20.6428571428571,-22.7857142857143
"15","Alaska",2020-03-25,13,83,2608,2691,17,-42,-43.2142857142857,-16,19.3571428571429,-46.7142857142857
"16","Alaska",2020-04-01,14,94,3106,3200,17.7142857142857,-44.0714285714286,-41.3571428571429,-12.7857142857143,11.7857142857143,-47.5714285714286
"17","Alaska",2020-04-08,15,72,1363,1435,17.3571428571429,-44.2857142857143,-42.7142857142857,-14.2142857142857,16.4285714285714,-51.2142857142857
"18","Alaska",2020-04-15,16,44,2727,2771,16.0714285714286,-40.4285714285714,-31.5,-8.92857142857143,21.7142857142857,-47.4285714285714
"19","Alaska",2020-04-22,17,22,5948,5970,14.2307692307692,-38.1538461538462,-26.1538461538462,-7,60.7692307692308,-43.8461538461538
"20","Alaska",2020-04-29,18,20,5583,5603,10.7142857142857,-34.7857142857143,-15.5,2.35714285714286,83.2857142857143,-37.5
"21","Alaska",2020-05-06,19,12,7257,7269,10.8461538461538,-32.4615384615385,-10.3076923076923,8.15384615384615,102.846153846154,-34.0769230769231
"22","Alaska",2020-05-13,20,16,6403,6419,11.75,-33.75,-4,5,131.25,-30.5
"23","Arizona",2020-03-04,10,6,51,57,-1.22222222222222,0.851851851851852,10.6172839506173,8.7283950617284,25.1481481481481,10.037037037037
"24","Arizona",2020-03-11,11,14,91,105,1.66666666666667,-7.59259259259259,6.16049382716049,16.7530864197531,10.1111111111111,5.45679012345679
"25","Arizona",2020-03-18,12,337,171,508,9.70886075949367,-27.5443037974684,-23.873417721519,4.30379746835443,-8.77215189873418,-10.8481012658228
"26","Arizona",2020-03-25,13,932,17769,18701,12.9625,-35.6,-35.95,-12.6125,-15.15,-25.1
"27","Arizona",2020-04-01,14,1286,12718,14004,14.1392405063291,-39.8987341772152,-38.9240506329114,-15.2151898734177,-22.3924050632911,-30.253164556962
"28","Arizona",2020-04-08,15,1231,9490,10721,14.9375,-42.675,-42.0625,-17.475,-28.9875,-33.6625
"29","Arizona",2020-04-15,16,1445,9611,11056,14.0125,-39.4,-34.475,-15.4,-16.15,-27.4375
"30","Arizona",2020-04-22,17,1697,10589,12286,13.5375,-39.1625,-32.6625,-12.8,-11.375,-25.65
"31","Arizona",2020-04-29,18,2357,18465,20822,11.1518987341772,-37.4810126582278,-27.5569620253165,-7.11392405063291,-13.3670886075949,-23.2025316455696
"32","Arizona",2020-05-06,19,2431,32151,34582,11.3670886075949,-34.6455696202532,-24.2151898734177,-0.873417721518987,-5.35443037974684,-21.1772151898734
"33","Arizona",2020-05-13,20,2830,35899,38729,11.7391304347826,-36.1739130434783,-20.2608695652174,-2.91304347826087,-1.73913043478261,-17.6521739130435
"34","Arkansas",2020-03-04,10,0,12,12,-1.0625,2.96875,12.25,8.53125,62.4375,2.40625
"35","Arkansas",2020-03-11,11,22,185,207,2.74358974358974,-4.28205128205128,0.58974358974359,16.4615384615385,18.8974358974359,-6.05128205128205
"36","Arkansas",2020-03-18,12,196,750,946,11.1538461538462,-27.2307692307692,-26.5128205128205,1.28205128205128,14.3846153846154,-20.8717948717949
"37","Arkansas",2020-03-25,13,305,5012,5317,13.5151515151515,-35.6060606060606,-33.3030303030303,-12.030303030303,50.6060606060606,-30.030303030303
"38","Arkansas",2020-04-01,14,423,6733,7156,14.5526315789474,-37.7631578947368,-32.4210526315789,-6.47368421052632,22.7368421052632,-33.4473684210526
"39","Arkansas",2020-04-08,15,534,6959,7493,14.2051282051282,-39.6666666666667,-33.4358974358974,-8.35897435897436,33.8461538461538,-35.6410256410256
"40","Arkansas",2020-04-15,16,747,5563,6310,13.4857142857143,-36.4,-24.3428571428571,-5.68571428571429,31.0857142857143,-28.0571428571429
"41","Arkansas",2020-04-22,17,884,12346,13230,13.4594594594595,-35.8648648648649,-22.1621621621622,-3.02702702702703,32.4054054054054,-28.4864864864865
"42","Arkansas",2020-04-29,18,385,13579,13964,10.5454545454545,-35.0606060606061,-14.969696969697,4.57575757575758,63.9090909090909,-26.5454545454545
"43","Arkansas",2020-05-06,19,668,15141,15809,10.3030303030303,-31.969696969697,-11.1212121212121,9.84848484848485,57.4242424242424,-24.7575757575758
"44","Arkansas",2020-05-13,20,759,22498,23257,13.5,-35.5,-12.3,2.2,31.7,-27.7
"45","California",2020-03-04,10,133,690,823,-0.124031007751938,1.35658914728682,4.91472868217054,6.02713178294574,19.3643410852713,0.693798449612403
"46","California",2020-03-11,11,350,7291,7641,4.07169811320755,-7.11698113207547,-3.80754716981132,15.6603773584906,-2.46037735849057,-14.5547169811321
"47","California",2020-03-18,12,1619,5471,7090,15.4761904761905,-36.4945054945055,-35.043956043956,-3.97802197802198,-10.2124542124542,-36.6410256410256
"48","California",2020-03-25,13,5380,8320,13700,18.7383512544803,-44.4623655913978,-43.1146953405018,-18.4516129032258,-23.9498207885305,-45.6057347670251
"49","California",2020-04-01,14,8383,93592,101975,19.0661764705882,-46.5882352941176,-42.3529411764706,-16.3860294117647,-28.8897058823529,-47.6985294117647
"50","California",2020-04-08,15,7473,63506,70979,19.5888888888889,-48.0703703703704,-45.862962962963,-18.9037037037037,-29.1074074074074,-47.3148148148148
"51","California",2020-04-15,16,9923,87969,97892,18.2727272727273,-44.2424242424242,-49.7272727272727,-15.7045454545455,-21.8636363636364,-42.8219696969697
"52","California",2020-04-22,17,11770,265738,277508,17.4656488549618,-43.4618320610687,-51.2022900763359,-12.7328244274809,-13.2824427480916,-40.5114503816794
"53","California",2020-04-29,18,11181,191113,202294,15.0496183206107,-41.5801526717557,-45.587786259542,-8.4618320610687,-9.01908396946565,-37.118320610687
"54","California",2020-05-06,19,13170,240298,253468,14.8167938931298,-39.0534351145038,-43.675572519084,-2.32442748091603,-6.0763358778626,-34.7786259541985
"55","California",2020-05-13,20,12413,293533,305946,17.0921052631579,-43.3289473684211,-42.6710526315789,-7.65789473684211,-10.9078947368421,-36.6184210526316
"56","Colorado",2020-03-04,10,12,142,154,-1.08247422680412,3.17525773195876,7.69072164948454,10.2577319587629,40.5051546391753,7.02061855670103
"57","Colorado",2020-03-11,11,148,914,1062,3.18181818181818,-6.25252525252525,-1.91919191919192,19.5353535353535,18.3939393939394,-5.22222222222222
"58","Colorado",2020-03-18,12,560,4448,5008,16.0707070707071,-38.6060606060606,-35.8484848484849,-2.04040404040404,-1.09090909090909,-31.9393939393939
"59","Colorado",2020-03-25,13,1907,7233,9140,19.3510638297872,-47.5957446808511,-45.2553191489362,-19.7234042553191,3.79787234042553,-41.1808510638298
"60","Colorado",2020-04-01,14,2545,8966,11511,19.9021739130435,-49.7173913043478,-43.8369565217391,-19.5217391304348,3.20652173913043,-41.9239130434783
"61","Colorado",2020-04-08,15,2519,9348,11867,19.6516853932584,-51.1910112359551,-46.5056179775281,-20.8426966292135,1.07865168539326,-42.9438202247191
"62","Colorado",2020-04-15,16,2415,6309,8724,19.8837209302326,-48.1395348837209,-41.7209302325581,-21.093023255814,-6.53488372093023,-41.5581395348837
"63","Colorado",2020-04-22,17,3773,15102,18875,17.8888888888889,-46.6333333333333,-36.6,-16.2555555555556,24.7777777777778,-36.9111111111111
"64","Colorado",2020-04-29,18,3028,15635,18663,14.6292134831461,-43.8539325842697,-30.2921348314607,-9.02247191011236,38.6179775280899,-32.1460674157303
"65","Colorado",2020-05-06,19,2972,20681,23653,14.5681818181818,-40.5795454545455,-26.7840909090909,-2.35227272727273,35.1590909090909,-28.8068181818182
"66","Colorado",2020-05-13,20,2323,20353,22676,16.36,-44.72,-24.96,-5.56,48.84,-27.52
"67","Connecticut",2020-03-04,10,2,54,56,-0.58,2.58,6.94,5.26,36.86,1.2
"68","Connecticut",2020-03-11,11,39,71,110,3.45098039215686,-5.96078431372549,-0.980392156862745,19.5294117647059,33.0980392156863,-13.8627450980392
"69","Connecticut",2020-03-18,12,577,4557,5134,15,-33.2745098039216,-34.9803921568627,-0.980392156862745,17.7254901960784,-39.4313725490196
"70","Connecticut",2020-03-25,13,2510,8347,10857,19.1224489795918,-43.9591836734694,-44.5102040816327,-18.4897959183673,14.3265306122449,-51.5918367346939
"71","Connecticut",2020-04-01,14,4653,8226,12879,20.1489361702128,-46.8936170212766,-43.2978723404255,-14.5106382978723,21.1702127659574,-53.8297872340426
"72","Connecticut",2020-04-08,15,6208,10597,16805,21.8260869565217,-51.7173913043478,-47.9565217391304,-21.1086956521739,1.89130434782609,-55.5652173913044
"73","Connecticut",2020-04-15,16,6371,11980,18351,19.6666666666667,-46.2380952380952,-38.8095238095238,-17.047619047619,21.2142857142857,-53.1666666666667
"74","Connecticut",2020-04-22,17,5952,22601,28553,20.6190476190476,-46.6428571428571,-41.7619047619048,-20.5238095238095,-3.92857142857143,-51.8095238095238
"75","Connecticut",2020-04-29,18,4309,11589,15898,17.2105263157895,-43.6315789473684,-30.8421052631579,-12.0263157894737,46.6052631578947,-45.6578947368421
"76","Connecticut",2020-05-06,19,3712,26069,29781,16.390243902439,-40.3658536585366,-29.7073170731707,-6.17073170731707,33.8780487804878,-43.5121951219512
"77","Connecticut",2020-05-13,20,4097,42999,47096,18,-45.1818181818182,-26.2727272727273,-9.09090909090909,49.5454545454545,-40.1818181818182
"78","Delaware",2020-03-04,10,0,17,17,-0.695652173913043,2.60869565217391,9.04347826086956,4.21739130434783,35.2173913043478,7.04347826086957
"79","Delaware",2020-03-11,11,16,19,35,1.95652173913043,-3.60869565217391,4.78260869565217,12.7826086956522,33.7826086956522,-3.34782608695652
"80","Delaware",2020-03-18,12,75,0,75,12.16,-28.64,-26.92,-1.68,23.32,-31.72
"81","Delaware",2020-03-25,13,228,3660,3888,17.0833333333333,-40.125,-42.9583333333333,-23.875,-0.875,-45.5
"82","Delaware",2020-04-01,14,609,3932,4541,17.4,-42.52,-40.08,-20.48,5.52,-43.48
"83","Delaware",2020-04-08,15,833,2915,3748,18.5555555555556,-47.2962962962963,-43.8518518518519,-23.9259259259259,-2,-46.5925925925926
"84","Delaware",2020-04-15,16,1170,3182,4352,17.56,-42.92,-37.08,-18.64,-4.36,-43.04
"85","Delaware",2020-04-22,17,1644,2880,4524,17.84,-43.08,-36.6,-18.08,-14.12,-42.28
"86","Delaware",2020-04-29,18,796,2704,3500,15.3809523809524,-40.7619047619048,-31.2380952380952,-13.047619047619,15.1904761904762,-34.0952380952381
"87","Delaware",2020-05-06,19,1370,7241,8611,15.304347826087,-38.3913043478261,-28.1739130434783,-7.21739130434783,1.65217391304348,-33.304347826087
"88","Delaware",2020-05-13,20,1296,9545,10841,16.1666666666667,-40.6666666666667,-24.5,-7,25.5,-30.6666666666667
"89","District of Columbia",2020-03-04,10,5,17,22,-0.285714285714286,1,7.14285714285714,2.85714285714286,11.7142857142857,3.42857142857143
"90","District of Columbia",2020-03-11,11,17,87,104,5.14285714285714,-13.7142857142857,-15,4,-13,-21.2857142857143
"91","District of Columbia",2020-03-18,12,115,1091,1206,19.4285714285714,-52.1428571428571,-51.4285714285714,-15.7142857142857,-28.2857142857143,-62
"92","District of Columbia",2020-03-25,13,358,2067,2425,23.4285714285714,-60,-60.2857142857143,-27.5714285714286,-51.1428571428571,-71.2857142857143
"93","District of Columbia",2020-04-01,14,716,3350,4066,24.8571428571429,-63,-61.8571428571429,-29.5714285714286,-58.2857142857143,-74.4285714285714
"94","District of Columbia",2020-04-08,15,847,2614,3461,25.5714285714286,-64.7142857142857,-66,-35,-65,-75.8571428571429
"95","District of Columbia",2020-04-15,16,1040,2615,3655,25.1428571428571,-62.8571428571429,-64.2857142857143,-31.8571428571429,-59,-75.2857142857143
"96","District of Columbia",2020-04-22,17,896,3050,3946,25.1428571428571,-63.4285714285714,-64.7142857142857,-33.5714285714286,-63.5714285714286,-75.5714285714286
"97","District of Columbia",2020-04-29,18,1328,4116,5444,22.5714285714286,-60.8571428571429,-61.1428571428571,-27.5714285714286,-53.5714285714286,-73.8571428571429
"98","District of Columbia",2020-05-06,19,1163,5558,6721,23.1428571428571,-60,-60.5714285714286,-25.7142857142857,-58.1428571428571,-73.1428571428571
"99","District of Columbia",2020-05-13,20,949,7375,8324,26,-66.5,-58,-25.5,-48.5,-74.5
"100","Florida",2020-03-04,10,19,222,241,-0.149019607843137,1.30980392156863,6.9921568627451,6.18039215686275,11.4156862745098,6.18039215686275
"101","Florida",2020-03-11,11,167,718,885,1.564,-4.3,2.564,14.16,20.028,0.244
"102","Florida",2020-03-18,12,1226,12187,13413,10.2569169960474,-26.9051383399209,-26.6086956521739,2.43873517786561,-6.53359683794466,-25.00395256917
"103","Florida",2020-03-25,13,4926,41158,46084,14.8730158730159,-37.765873015873,-41.3928571428571,-16.4563492063492,-30.047619047619,-41.7777777777778
"104","Florida",2020-04-01,14,8409,69130,77539,16.8064516129032,-42.8024193548387,-45.1290322580645,-19.116935483871,-43.0806451612903,-47.2096774193548
"105","Florida",2020-04-08,15,6620,58398,65018,17.5421686746988,-45.9518072289157,-48.9678714859438,-24.4658634538153,-42.9598393574297,-49.6987951807229
"106","Florida",2020-04-15,16,6128,67751,73879,16.9183673469388,-42.6163265306122,-44.1591836734694,-21.5959183673469,-44.7918367346939,-47.6530612244898
"107","Florida",2020-04-22,17,5351,84465,89816,16.2107438016529,-41.7685950413223,-42.0909090909091,-19.5371900826446,-36.9752066115703,-45.1446280991736
"108","Florida",2020-04-29,18,4593,94223,98816,13.4439834024896,-38.7510373443983,-35.9460580912863,-13.8589211618257,-23.2572614107884,-38.7427385892116
"109","Florida",2020-05-06,19,4484,109429,113913,12.2798353909465,-34.8353909465021,-29.6460905349794,-8.8559670781893,-15.2222222222222,-33.7119341563786
"110","Florida",2020-05-13,20,5021,131230,136251,13.1594202898551,-35.5072463768116,-26.536231884058,-11,-10.6376811594203,-30.1594202898551
"111","Georgia",2020-03-04,10,15,0,15,-0.333333333333333,1.21138211382114,8.28455284552846,5.79674796747967,20.260162601626,5.01626016260163
"112","Georgia",2020-03-11,11,129,0,129,1.64615384615385,-4.91538461538462,1.89230769230769,18.3230769230769,23.8846153846154,0.653846153846154
"113","Georgia",2020-03-18,12,880,4458,5338,11.4015748031496,-27.6456692913386,-26.0551181102362,4.14173228346457,7.14173228346457,-20.992125984252
"114","Georgia",2020-03-25,13,2903,7794,10697,15.392,-39.064,-37.024,-9.408,0.784,-32.448
"115","Georgia",2020-04-01,14,4889,12643,17532,17.3700787401575,-43.9291338582677,-38.9763779527559,-6.7244094488189,-15.5433070866142,-38.0314960629921
"116","Georgia",2020-04-08,15,5405,22677,28082,18.3095238095238,-47.7936507936508,-42.4285714285714,-14.7142857142857,-13.7698412698413,-40.5952380952381
"117","Georgia",2020-04-15,16,5658,20687,26345,16.9160305343511,-43.2900763358779,-33.1832061068702,-10.9007633587786,-9.11450381679389,-38.1374045801527
"118","Georgia",2020-04-22,17,4734,47146,51880,16.3779527559055,-41.5590551181102,-30.7795275590551,-9.41732283464567,-0.0866141732283465,-34.6141732283465
"119","Georgia",2020-04-29,18,5096,55767,60863,13.3934426229508,-38.8114754098361,-20.8032786885246,-1.59016393442623,12.6393442622951,-27.2786885245902
"120","Georgia",2020-05-06,19,4924,56372,61296,12.4596774193548,-35.8306451612903,-17.1290322580645,3.08870967741935,15.0645161290323,-25.3790322580645
"121","Georgia",2020-05-13,20,4086,111891,115977,14.1111111111111,-38.5,-13.6944444444444,0.75,26.1944444444444,-22.3333333333333
"122","Hawaii",2020-03-04,10,1,0,1,0.393939393939394,0.818181818181818,0.727272727272727,2.60606060606061,-0.121212121212121,-2.72727272727273
"123","Hawaii",2020-03-11,11,8,0,8,2.42424242424242,-4.24242424242424,-4.27272727272727,3.6969696969697,-7.48484848484848,-6.39393939393939
"124","Hawaii",2020-03-18,12,67,3589,3656,12.6969696969697,-28.1515151515152,-31.2121212121212,-9.03030303030303,-38.7878787878788,-35.2727272727273
"125","Hawaii",2020-03-25,13,127,4882,5009,20.2727272727273,-45.0606060606061,-54.1818181818182,-32.7272727272727,-69,-68.4545454545455
"126","Hawaii",2020-04-01,14,183,4684,4867,20.3030303030303,-47.2121212121212,-54.1212121212121,-30.3636363636364,-68.3939393939394,-75.6969696969697
"127","Hawaii",2020-04-08,15,117,5761,5878,20.9375,-50.25,-57.5625,-33.28125,-70.1875,-76.96875
"128","Hawaii",2020-04-15,16,80,5196,5276,20.2121212121212,-46.8787878787879,-57.1212121212121,-34.7878787878788,-67.5151515151515,-76.1212121212121
"129","Hawaii",2020-04-22,17,23,4464,4487,19.8181818181818,-46.0606060606061,-55.8181818181818,-34.1515151515151,-65.6363636363636,-75.3030303030303
"130","Hawaii",2020-04-29,18,14,4802,4816,16.9393939393939,-43.7575757575758,-52.9090909090909,-29.8787878787879,-61.8484848484849,-73.5757575757576
"131","Hawaii",2020-05-06,19,13,3927,3940,16.969696969697,-41.1515151515151,-50.5757575757576,-25.6060606060606,-57.5454545454545,-72.6060606060606
"132","Hawaii",2020-05-13,20,6,7078,7084,18,-40,-49.9,-28.8,-58.1,-71.6
"133","Idaho",2020-03-04,10,0,41,41,-1.225,3.925,9.675,11.825,44.25,8.75
"134","Idaho",2020-03-11,11,7,305,312,0.815789473684211,-0.736842105263158,3.26315789473684,25.2105263157895,43.7631578947368,4.21052631578947
"135","Idaho",2020-03-18,12,43,1541,1584,8.42105263157895,-24.1315789473684,-19.7368421052632,9.97368421052632,83.7105263157895,-9.81578947368421
"136","Idaho",2020-03-25,13,365,3410,3775,14.025641025641,-38.3846153846154,-38.1538461538462,-9.43589743589744,21.8717948717949,-24.2820512820513
"137","Idaho",2020-04-01,14,755,4779,5534,15.2926829268293,-42.3658536585366,-38.4634146341463,-10.1707317073171,27.3414634146341,-27.1463414634146
"138","Idaho",2020-04-08,15,283,3585,3868,13.6944444444444,-42.2777777777778,-37.5277777777778,-7.05555555555556,76.5,-27.4722222222222
"139","Idaho",2020-04-15,16,283,2263,2546,13.7096774193548,-39.7096774193548,-27.7096774193548,-5.48387096774194,82.5806451612903,-25.7741935483871
"140","Idaho",2020-04-22,17,181,2211,2392,12.5483870967742,-37.7741935483871,-25.9677419354839,-2.96774193548387,83.4516129032258,-20.258064516129
"141","Idaho",2020-04-29,18,189,10067,10256,9.64285714285714,-35,-18.5714285714286,2.5,116.392857142857,-14.3571428571429
"142","Idaho",2020-05-06,19,154,2243,2397,8.96,-32.52,-14.36,11.84,118.4,-9.04
